time,low,high,open,close,volume
1501110000,200.14,203.75,201.15,203.23,9925.380646849999
1501106400,197.38,201.14,197.39,201.14,4303.655887430009
1501102800,197.38,202.42,201.01,197.39,7131.398041480019
1501099200,198.58,201.01,198.74,201.01,4874.802475730019
1501095600,197.45,199.99,198.72,199.09,4739.4057032800065
1501092000,198.53,200.78,198.63,198.73,8592.913019460046
1501088400,194.87,199.47,195.88,198.63,6729.857319450034
1501084800,194.42,198,196.52,195.87,14315.642050920029
1501081200,195.01,199.96,199.96,196.64,14862.998827100042
1501077600,199.44,201.85,199.61,199.96,4433.576349510003
1501074000,198.5,204.16,204.16,199.69,7052.352674940022
1501070400,203.85,205.8,204.99,204.16,5914.823481530001
1501066800,200.18,205.45,202.11,205.01,7001.387010700015
1501063200,199.09,203.29,199.26,202.1,2384.6624503699954
1501059600,195.46,201.19,201.02,199.59,2732.6515780200034
1501056000,196,203,196.02,201.02,5818.54396792002
1501052400,193.4,199.53,194.12,196.02,7784.723828570064
1501048800,193.4,196.75,195.45,194.11,6893.640924990015
1501045200,194.6,200.01,199.77,195.45,12926.25556102003
1501041600,198,201.5,198.29,199.78,6492.139454910002
1501038000,195.5,202,199.19,198.5,21270.84544519998
1501034400,195.3,205.87,205.87,199.18,21882.60792299997
1501030800,204.75,208.75,206.85,205.89,7908.664631100009
1501027200,203.7,209.89,203.78,206.85,16145.63721175018
