time,low,high,open,close,volume
1500418800,222.35,234.89,223.45,227.01,49285.58452889979
1500415200,215.51,234.14,234.14,223.4,82153.76396866044
1500411600,227,245.49,245.49,234.15,68469.09511456905
1500408000,231.56,249.4,231.97,245.55,46926.09995971973
1500404400,212.5,237,216.29,232,140725.1024665215
1500400800,206.88,216.54,206.88,216.28,42339.90559261997
1500397200,202.02,210,204.73,206.88,22725.269439920063
1500393600,198.03,212,211.65,204.74,59390.41541751898
1500390000,204,213.69,211.14,211.65,69691.45795916958
1500386400,195.03,211.14,195.69,211.14,63937.18160287018
1500382800,192,195.77,192,195.74,22481.941798270018
1500379200,191.13,193.5,192,192.01,11755.955402919984
1500375600,188,194.29,189.24,191.99,16539.43793247005
1500372000,186.25,191.47,191.23,189.23,7464.481591239998
1500368400,186,191.5,189.03,191.22,6151.7588435500365
1500364800,188.27,191.99,190,189.07,5965.611019790006
1500361200,188.5,192.5,188.5,190,18229.86203251999
1500357600,185.77,188.99,188.7,188.5,9383.135567440055
1500354000,179.59,188.99,182.38,188.9,15840.825849310018
1500350400,176.51,183.84,181.41,182.37,23763.750375669923
1500346800,180.49,185.22,185.13,181.41,10524.223321269992
1500343200,182.52,188.5,188.3,185.12,13621.444888180082
1500339600,180.04,188.32,184.25,188.19,30400.2026954798
1500336000,183.58,192.59,190.87,184.47,33713.35005666996
