time,low,high,open,close,volume
1501282800,190.53,192.16,191.24,190.72,2724.783290839998
1501279200,190.62,193,192.01,191.23,5863.062165140016
1501275600,192,194.5,193.9,192,5506.4504322400135
1501272000,193.15,194,193.5,193.9,3370.779517629996
1501268400,192.61,194,192.91,193.5,5047.2289192400085
1501264800,192.11,193.85,193.59,192.91,6045.7788099900135
1501261200,193.56,194.79,193.56,193.59,4683.664584890013
1501257600,192.34,195.59,194.51,193.52,8337.051122920031
1501254000,194,196.47,196.12,194.5,9637.04915513007
1501250400,192.04,196.94,193.27,196.13,10245.054184860055
1501246800,189.91,195,191.95,193.26,20028.074199869927
1501243200,189.5,193.65,190.51,191.95,18485.643812699964
1501239600,189.34,197.39,196.75,190.3,26691.314626609616
1501236000,196.75,199.79,199.27,196.75,9050.595651950001
1501232400,199.2,200.48,199.54,199.32,1732.9985823099971
1501228800,199.53,201.4,199.76,199.53,3539.629951050002
1501225200,199.77,201.7,201.29,199.77,5516.359752980027
1501221600,201.2,202.5,202.17,201.2,1381.0152648299975
1501218000,200.43,202.44,201.09,202.17,2065.5998704
1501214400,200.47,201.45,201.44,201.16,3440.1537031700104
1501210800,201.3,202.5,202.5,201.5,3674.6265729900074
1501207200,201.68,202.65,202.51,202.5,4045.4312314200074
1501203600,202.05,203.49,203.42,202.51,4397.523893860002
1501200000,202.05,203.95,202.95,203.41,4991.417086920011
