time,low,high,open,close,volume
1494716400,87.99,88.74,88.13,88.42,3721.1016885399963
1494712800,87.4,88.46,87.63,88.29,3151.7940951199967
1494709200,87.1,87.85,87.26,87.6,3449.8484878299964
1494705600,86.59,87.48,86.59,87.29,3515.6391693000005
1494702000,85.56,86.88,86.16,86.55,3009.2618508799937
1494698400,85.61,86.7,86.63,86.17,3402.5756883999966
1494694800,85.79,86.7,86.01,86.64,3197.7702477899993
1494691200,85.34,86.22,85.93,86.03,3654.7200829600015
1494687600,85.33,86.25,85.66,85.87,3632.224660420013
1494684000,85.4,87.4,87.05,85.65,4313.546786989997
1494680400,86.88,87.61,87.46,87.07,3314.216332279998
1494676800,87.18,87.99,87.98,87.35,1760.8070367400005
1494673200,87.62,87.99,87.85,87.98,2090.450344929999
1494669600,87.45,87.99,87.95,87.85,1134.7474183399986
1494666000,87.49,88,87.97,87.95,646.8761646299998
1494662400,86.62,87.99,86.69,87.96,1184.4843173499994
1494658800,85.99,87,86.32,86.9,1169.1076382899994
1494655200,85.62,87.43,87.33,86.32,2077.876130539998
1494651600,85.51,87.4,85.6,87.33,2683.375558159993
1494648000,83.36,85.99,84.39,85.56,4780.275114159986
1494644400,83.5,84.5,83.67,84.4,5211.839093310002
1494640800,82,84.5,83.98,83.7,13005.603727380028
1494637200,83.67,85.7,85.4,83.99,7489.300337340021
1494633600,84.55,85.63,85.19,85.5,7165.855273840009
