time,low,high,open,close,volume
1495234800,122,126.43,126.36,125.14,26172.712981610093
1495231200,123.98,129.98,127.48,126.35,43436.415047089686
1495227600,122.04,127.49,122.75,127.48,31382.19641482004
1495224000,118.27,123.98,119.1,123.01,24809.00865021004
1495220400,116.81,119.17,118.12,119.06,9241.18180545003
1495216800,114.41,119.7,119.55,118.2,28089.329682569976
1495213200,117.01,119.95,117.24,119.55,25173.172197219992
1495209600,115.5,117.98,116.03,117.26,20366.115802920056
1495206000,114.03,116.98,114.22,116.03,21346.01525254
1495202400,113,114.75,113.35,114.33,15375.184308180036
1495198800,111.47,113.99,113.56,113.35,10126.15663685002
1495195200,110.99,114.77,111,113.6,12909.366950460122
1495191600,109.04,112.98,111.33,111,10242.09892858
1495188000,110.1,113.98,112.97,111.49,8173.573624849997
1495184400,110,113.08,111.2,113,4640.5574199999965
1495180800,109.39,113.98,109.46,111.22,17994.881981539995
1495177200,105.9,110.01,106.29,109.47,16810.661156430022
1495173600,105.23,106.95,106.36,106.14,6196.872718249992
1495170000,103.91,106.89,105.54,106.57,8024.912652419984
1495166400,102.25,106.96,106.57,105.8,12240.820474550033
1495162800,104.4,108.89,106.82,106.57,24851.353649860037
1495159200,101.7,106.94,102.84,106.81,40296.72360520011
1495155600,96.97,103,96.98,103,53914.84654205024
1495152000,96.18,96.99,96.2,96.98,12816.158173350013
