time,low,high,open,close,volume
1477350000,11.89,11.92,11.89,11.92,738.7971499999999
1477346400,11.89,11.9,11.89,11.89,314.5310976400001
1477342800,11.9,11.97,11.95,11.9,5323.387177480006
1477339200,11.91,11.96,11.93,11.94,1564.222141
1477335600,11.92,11.94,11.93,11.93,541.1271399999998
1477332000,11.91,11.94,11.91,11.94,375.35326298
1477328400,11.91,11.92,11.92,11.92,581.9729800000001
1477324800,11.9,11.98,11.98,11.91,2539.381778999998
1477321200,11.95,11.98,11.95,11.98,344.1707699999999
1477317600,11.94,11.97,11.94,11.95,2461.9282023399983
1477314000,11.95,11.98,11.97,11.95,1549.4308077399971
1477310400,11.97,11.99,11.98,11.98,1454.3260469999998
1477306800,11.96,11.98,11.96,11.98,460.04741899999965
1477303200,11.95,11.96,11.95,11.95,231.08258700000002
1477299600,11.95,11.96,11.96,11.96,34.30780000000001
1477296000,11.95,11.97,11.97,11.96,251.04953000000006
1477292400,11.96,11.98,11.98,11.96,320.22092999999967
1477288800,11.97,11.98,11.98,11.98,180.47626
1477285200,11.97,11.98,11.98,11.98,57.62986000000001
1477281600,11.96,11.98,11.97,11.98,459.57097352000034
1477278000,11.96,11.97,11.97,11.96,244.75468300000009
1477274400,11.95,11.97,11.97,11.97,458.72181592
1477270800,11.94,11.97,11.94,11.96,432.8694184299999
1477267200,11.93,11.99,11.93,11.94,1668.3798706899988
