time,low,high,open,close,volume
1469919600,12.49,12.65,12.65,12.49,1894.758843999999
1469916000,12.6,12.68,12.67,12.64,879.5161719999995
1469912400,12.64,12.67,12.65,12.67,425.91642085999996
1469908800,12.65,12.71,12.7,12.65,1202.7766999999983
1469905200,12.65,12.75,12.75,12.7,872.5721859999995
1469901600,12.68,12.77,12.7,12.75,882.8547832999999
1469898000,12.66,12.84,12.79,12.67,4671.44601182
1469894400,12.73,12.81,12.78,12.8,2596.357048400002
1469890800,12.72,12.78,12.75,12.78,1816.4174876100005
1469887200,12.71,12.75,12.73,12.75,1023.5978170999999
1469883600,12.68,12.73,12.7,12.72,1272.91680988
1469880000,12.66,12.72,12.69,12.7,1648.4163944600011
1469876400,12.65,12.72,12.69,12.69,860.4087959999999
1469872800,12.65,12.74,12.72,12.69,1421.0717730000001
1469869200,12.7,12.75,12.75,12.72,533.95812457
1469865600,12.68,12.82,12.68,12.74,403.2614410000001
1469862000,12.68,12.86,12.71,12.75,1033.5904092000003
1469858400,12.61,12.78,12.78,12.71,3691.2961620600013
1469854800,12.76,12.87,12.82,12.8,2111.0774619
1469851200,12.82,12.85,12.83,12.84,851.5963069400002
1469847600,12.76,12.88,12.84,12.83,1993.931934999999
1469844000,12.77,12.85,12.83,12.85,3038.694815999999
1469840400,12.81,12.85,12.82,12.81,898.4054908100003
1469836800,12.8,12.88,12.84,12.84,2663.7237311299978
