time,low,high,open,close,volume
1464649200,12.41,12.88,12.86,12.88,54.75333092000002
1464645600,12.51,12.88,12.56,12.88,300.67281032
1464642000,12.52,12.56,12.52,12.56,0.043789180000000004
1464638400,12.5,12.75,12.5,12.51,150.10758022999988
1464634800,12.5,12.64,12.62,12.55,156.53762101
1464631200,12.41,12.62,12.48,12.62,38.08388337999997
1464627600,12.36,12.49,12.49,12.49,15.261322
1464624000,12.37,12.55,12.49,12.49,40.52411886999998
1464620400,12.36,12.61,12.38,12.49,160.37062827999992
1464616800,12.4,12.59,12.55,12.59,39.42913646999998
1464613200,12.4,12.58,12.55,12.58,69.8893081
1464609600,12.22,12.61,12.25,12.55,467.85705
1464606000,12.27,12.58,12.28,12.56,144.48179514999998
1464602400,12.28,12.59,12.28,12.56,121.54651677
1464598800,12.23,12.61,12.61,12.23,522.02238366
1464595200,12.59,12.61,12.59,12.61,1208.6882100000007
1464591600,12.59,12.6,12.6,12.59,0.8920326699999999
1464588000,12.27,12.61,12.44,12.59,389.34488539
1464584400,12.27,12.31,12.31,12.27,10
1464577200,12,12.47,12.31,12.21,207.43482871000003
1464573600,12.26,12.44,12.44,12.26,0.49999999999999994
1464570000,12.26,12.47,12.47,12.45,36.7303163
1464566400,12.35,12.47,12.35,12.35,0.42147933000000004
