time,low,high,open,close,volume
1501714800,216.75,218.26,218.01,217.92,3459.233857749999
1501711200,216.13,218.34,216.48,218,4982.491466500011
1501707600,215.52,218.35,217.01,216.49,9800.982161500044
1501704000,217,219.24,218.59,217.01,5098.622885709983
1501700400,216.36,221.31,221.07,218.6,9446.52423302001
1501696800,220.3,221.96,221.78,221.07,3494.827138160001
1501693200,220.96,224.25,220.98,221.78,10497.494121180036
1501689600,217.41,221,218.07,220.98,6567.717395910024
1501686000,217.86,219.49,217.86,218.04,4670.527403029997
1501682400,216.74,220,218,217.9,10359.272733010015
1501678800,215.37,218.54,217.7,218,15941.361932480077
1501675200,217.53,221.22,221.19,217.53,4091.326836739992
1501671600,217.15,222.05,220.16,221.17,10198.576985500014
1501668000,220.15,223.04,223.04,220.17,4830.821473650015
1501664400,222.54,223.85,223.85,223.03,1225.8853588100014
1501660800,221.5,224.32,221.75,223.84,2442.173185069995
1501657200,221.6,224.15,223.55,221.74,3234.4919559099994
1501653600,223.13,225.74,225.47,223.41,3736.7504482600093
1501650000,224.94,226.75,225.28,225.49,3260.991417710001
1501646400,223.87,226.06,225.98,225.32,3399.3965064299978
1501642800,224.73,227,226.67,225.97,4092.96399607
1501639200,223.87,227,223.95,226.68,6077.272818019997
1501635600,223,227.5,225.8,223.95,7978.403087580036
1501632000,224.58,228.8,225.73,225.7,11026.732576930037
