time,low,high,open,close,volume
1498777200,291.87,298.47,298.03,292.95,11735.258299230065
1498773600,298.01,300,299.99,298.03,4665.335094790008
1498770000,298.7,304.5,304.01,300.01,5902.951608200014
1498766400,297.77,305.18,301.14,304,12431.278179189998
1498762800,300.2,306.55,306.19,301.34,8651.225417120042
1498759200,303.25,309.52,309.52,306.19,8582.557468240111
1498755600,305.17,313.01,305.24,309.51,12936.65250910017
1498752000,298.45,305.24,301.92,305.24,6136.833661310151
1498748400,296.12,302.95,298.4,301.92,6795.366062280042
1498744800,298.06,305.98,304.77,298.4,7020.695063610099
1498741200,300,306.96,301.31,304.98,5368.411342890126
1498737600,295.01,307.11,304.97,302.96,6423.72610925008
1498734000,290.06,307.4,297.75,304.98,8710.413965860042
1498730400,286.22,305.99,301.66,297.75,23335.325350909232
1498726800,301.31,312.93,309.83,301.66,4001.710665070047
1498723200,300.1,316.06,316.06,309.82,16113.725923020307
1498719600,316.06,319.2,319.13,316.06,3069.2162860299936
1498716000,317.45,319.92,318.22,318.63,2758.827429780002
1498712400,317.8,321.99,319.45,318.26,5609.465303660039
1498708800,316.97,322.9,316.97,319.45,11409.779170450176
1498705200,312.01,318.18,314.49,316.98,7926.967730140073
1498701600,312.25,316.44,316.34,314.5,5920.88083918016
1498698000,310,317.45,314.6,316.22,10781.525237630205
1498694400,313,318,315.32,314.96,7719.282541210256
