time,low,high,open,close,volume
1473202800,11.7,11.76,11.72,11.71,862.8858559999998
1473199200,11.64,11.73,11.66,11.72,1027.71014862
1473195600,11.62,11.68,11.64,11.68,1262.0860880000002
1473192000,11.6,11.68,11.67,11.68,1426.3360298100004
1473188400,11.55,11.69,11.65,11.67,2617.0654079999986
1473184800,11.6,11.68,11.64,11.65,2672.992348
1473181200,11.59,11.7,11.6,11.7,2062.16224
1473177600,11.59,11.63,11.61,11.6,845.9833999999997
1473174000,11.59,11.64,11.64,11.61,411.56904273000015
1473170400,11.6,11.71,11.64,11.64,624.4372979999999
1473166800,11.5,11.76,11.53,11.65,4466.208135520003
1473163200,11.5,11.54,11.5,11.54,486.50218293999995
1473159600,11.5,11.54,11.53,11.5,680.9681031199999
1473156000,11.52,11.56,11.53,11.55,396.8559286600002
1473152400,11.52,11.55,11.54,11.53,294.706314
1473148800,11.52,11.58,11.53,11.55,34.63292
1473145200,11.52,11.72,11.68,11.54,2587.2781979999995
1473141600,11.62,11.73,11.66,11.68,904.70227
1473138000,11.62,11.7,11.66,11.67,598.4031450100001
1473134400,11.65,11.69,11.65,11.67,298.53197007
1473130800,11.63,11.7,11.67,11.69,552.9186989999998
1473127200,11.64,11.73,11.69,11.68,1108.468168
1473123600,11.68,11.75,11.72,11.68,435.93092300000006
1473120000,11.71,11.76,11.75,11.75,495.897783
