time,low,high,open,close,volume
1495148400,94.8,96.2,94.8,96.2,8224.083021799997
1495144800,94.01,95.15,94.86,94.84,6386.002069760014
1495141200,94.19,95.25,94.54,94.92,7769.980496629998
1495137600,94.12,95.84,95.79,94.57,11262.818478370009
1495134000,94.24,95.82,94.61,95.82,8809.23227244002
1495130400,94.01,94.93,94.24,94.72,12884.565236600009
1495126800,92.6,94.25,92.85,94.25,11017.47775361002
1495123200,91.24,92.85,92,92.85,5460.2063271699935
1495119600,90.65,92.9,90.69,92.05,7631.141716779998
1495116000,90.67,93.13,93.13,90.67,6202.332783040011
1495112400,91.29,93.48,91.76,93.13,5836.00125786003
1495108800,90.75,93,91.04,91.76,6204.701791910023
1495105200,90.57,92.26,92.25,91.02,5522.490291850021
1495101600,91.72,93.35,93.29,92.04,2734.4540458900015
1495098000,91.57,94,93.78,93.28,5833.680688000006
1495094400,93.35,94,93.62,93.8,8565.846839270005
1495090800,90.87,93.69,91.47,93.52,7253.35734825001
1495087200,90.15,92.65,90.17,91.48,9778.376897999993
1495083600,88.6,90.2,88.7,90.19,7089.09193218
1495080000,88.16,88.7,88.16,88.7,5269.640496779997
1495076400,87.31,88.2,87.31,88.12,3698.6502782900016
1495072800,86.5,87.5,87.16,87.31,3463.3799227600025
1495069200,86.98,87.91,87.88,87.13,9614.66453082
1495065600,86.8,87.9,86.88,87.89,7111.957271590006
