time,low,high,open,close,volume
1469487600,13.55,14.01,13.71,13.91,10261.37489028001
1469484000,13.5,13.76,13.6,13.7,9172.149111569994
1469480400,13.29,13.62,13.31,13.61,5650.054503180001
1469476800,13.33,13.44,13.42,13.33,2442.013231460001
1469473200,13.34,13.42,13.36,13.42,3788.9216417000002
1469469600,13.34,13.41,13.38,13.36,2334.000084
1469466000,13.3,13.39,13.35,13.38,2272.81816353
1469462400,13.31,13.43,13.36,13.36,2102.2376683400003
1469458800,13.24,13.49,13.37,13.37,9885.69978344
1469455200,13.35,13.45,13.4,13.41,2169.6717590000003
1469451600,13.3,13.51,13.3,13.4,1986.6433959000005
1469448000,13.08,13.46,13.25,13.29,1506.0940949199994
1469444400,13.15,13.68,13.48,13.28,2486.656175480001
1469440800,13.49,13.69,13.6,13.49,511.2836250000001
1469437200,13.49,13.68,13.61,13.61,1240.5867730000004
1469433600,13.54,13.7,13.59,13.6,631.3400900000004
1469430000,13.48,13.7,13.6,13.59,938.2330618700003
1469426400,13.24,13.68,13.24,13.55,1534.6040760199996
1469422800,13.01,13.48,13.2,13.24,3373.4270070000016
1469419200,13.09,13.7,13.59,13.26,14488.172648959999
1469415600,13.29,13.82,13.39,13.59,8800.133431639999
1469412000,12.8,13.51,12.85,13.39,8205.514937800004
1469408400,12.8,12.92,12.8,12.85,2037.1095197599998
1469404800,12.61,13,12.71,12.8,4183.396708320002
