time,low,high,open,close,volume
1466031600,18.42,18.58,18.51,18.42,189.29556960999997
1466028000,18.39,18.59,18.39,18.59,299.26573384
1466024400,18.39,18.4,18.4,18.39,224.01603087
1466020800,18.39,18.59,18.59,18.4,283.84894665999997
1466017200,18.36,18.59,18.37,18.59,291.55647247
1466013600,18.3,18.6,18.58,18.47,1658.7919947799996
1466010000,18.32,18.65,18.4,18.4,794.99300554
1466006400,18.3,18.69,18.46,18.68,754.6464265299999
1466002800,18.35,18.5,18.44,18.5,150.00692343999995
1465999200,18.27,18.45,18.27,18.44,261.23123432999995
1465995600,18.01,18.27,18.26,18.27,135.70284288
1465992000,18.24,18.3,18.28,18.27,382.66781108000004
1465988400,17.89,18.27,17.89,18.27,190.57436485
1465984800,17.9,18.06,18.05,18.06,395.23066035
1465981200,18.05,18.5,18.5,18.05,2485.9849646200014
1465977600,18.55,18.73,18.65,18.55,159.43282282
1465974000,18.5,18.76,18.62,18.5,167.86019635999997
1465970400,18.62,18.77,18.66,18.62,267.94980634
1465966800,18.59,18.73,18.66,18.66,299.50236199
1465963200,18.6,18.77,18.6,18.69,109.10872036999996
1465959600,18.55,18.81,18.56,18.58,278.48762388000006
1465956000,18.42,18.81,18.81,18.43,1349.5271054199998
1465952400,18.75,18.81,18.76,18.81,2064.1834236199998
1465948800,18.75,18.81,18.79,18.76,421.33094553
