time,low,high,open,close,volume
1501023600,198.05,207.46,198.05,203.78,21534.008806179954
1501020000,197.17,202.01,202.01,198.05,16685.294231650085
1501016400,193,203.11,193.01,202,46500.614657389684
1501012800,193,199.94,198.97,193.01,26954.13833366005
1501009200,195.02,201.32,200.23,198.98,35293.87863586975
1501005600,200.23,205.39,205.39,200.5,11176.852276870028
1501002000,203.01,206.5,203.1,205.4,9435.12270909002
1500998400,202.55,207.87,207.27,203.01,11831.436035160039
1500994800,206.1,208.64,207.12,207.4,8565.434702450037
1500991200,205.14,210.78,207,207.11,14278.209645420187
1500987600,202.25,207.86,202.84,207.01,13744.105149550196
1500984000,202.4,211,205.58,202.84,20325.12452554006
1500980400,201,207.57,207.1,205.59,25245.25244714993
1500976800,206.35,217.72,212.27,206.99,17296.298838560022
1500973200,212.08,217.89,214.89,212.27,6490.213641670069
1500969600,211.23,218.71,212.92,214.88,11852.815901590127
1500966000,210.2,218.7,218.48,212.93,21413.539939570248
1500962400,214,224.06,223.81,218.36,27656.734735529906
1500958800,223.59,224.28,224.28,223.67,1758.7540467799986
1500955200,223.32,224.71,223.33,224.28,2617.54745976
1500951600,223.06,225.05,225.04,223.33,5708.379469710017
1500948000,225.04,225.75,225.05,225.05,3162.820056290002
1500944400,224.33,225.45,225.03,225.06,3481.224481690003
1500940800,225.03,226.59,225.97,225.04,4600.864576680011
