time,low,high,open,close,volume
1475103600,13.29,13.4,13.38,13.32,3011.7763732700028
1475100000,13.35,13.43,13.4,13.38,2038.5004555800003
1475096400,13.35,13.49,13.35,13.4,3625.296170679999
1475092800,13.3,13.37,13.3,13.35,1217.9159434799997
1475089200,13.28,13.32,13.28,13.32,561.8491409999999
1475085600,13.26,13.34,13.27,13.31,2842.6191712099985
1475082000,13.27,13.32,13.3,13.27,1259.9983478600004
1475078400,13.29,13.34,13.3,13.32,1306.4610905499994
1475074800,13.26,13.36,13.36,13.3,1495.6972416999988
1475071200,13.32,13.38,13.37,13.33,2127.7366689900005
1475067600,13.34,13.4,13.37,13.37,635.55643163
1475064000,13.29,13.41,13.31,13.39,725.8265994000002
1475060400,13.28,13.35,13.3,13.31,640.460789
1475056800,13.3,13.38,13.3,13.3,627.12857445
1475053200,13.3,13.39,13.32,13.32,480.8313761599999
1475049600,13.3,13.41,13.4,13.32,415.1143753599998
1475046000,13.3,13.39,13.32,13.39,792.0366319300002
1475042400,13.32,13.39,13.35,13.32,836.6712659399999
1475038800,13.26,13.4,13.4,13.33,1408.038559329999
1475035200,13.35,13.58,13.5,13.42,8085.511227900007
1475031600,13.12,13.5,13.13,13.5,6788.30439174001
1475028000,13.11,13.15,13.12,13.12,791.9872733999998
1475024400,13.09,13.15,13.13,13.12,1105.34595887
1475020800,13.09,13.14,13.09,13.13,446.99537184999997
