time,low,high,open,close,volume
1492124400,49.11,50.22,49.43,49.77,7910.022627110038
1492120800,48.61,49.66,48.98,49.44,3788.096219970008
1492117200,48.22,49.41,49.41,48.98,15736.217081510045
1492113600,49.32,49.87,49.58,49.32,4484.197947069998
1492110000,49.31,49.97,49.91,49.6,4344.07522855999
1492106400,49.14,50.35,49.95,49.98,10096.447473950046
1492102800,49.75,50.87,50.87,50,11773.17969064002
1492099200,49.77,51.11,51,50.87,21592.090824359955
1492095600,49.17,51.1,49.28,51.01,21139.443627870107
1492092000,48.33,49.58,48.43,49.24,10987.650359990022
1492088400,48.06,48.47,48.37,48.42,2943.9197960499982
1492084800,48.07,48.45,48.34,48.37,2578.1879088399983
1492081200,47.63,48.35,48.18,48.35,3290.6543725899896
1492077600,48,48.49,48.45,48.19,2743.0046347699968
1492074000,48.25,48.49,48.4,48.46,1450.9573959700022
1492070400,47.71,48.47,47.87,48.4,2826.488758720006
1492066800,47.64,48.2,47.68,47.87,2353.0379752200092
1492063200,47.51,48.77,48.25,47.73,7482.43211213003
1492059600,47.52,48.46,48.05,48.26,4470.122804419952
1492056000,47.9,48.74,48.4,48.1,6519.566222739898
1492052400,46.62,48.61,46.83,48.4,14608.968224269938
1492048800,46.47,46.84,46.72,46.83,1740.1404529399995
1492045200,46.38,46.85,46.67,46.73,4835.366546510007
1492041600,46.22,46.83,46.48,46.64,5493.033644299999
