time,low,high,open,close,volume
1484348400,9.73,9.86,9.73,9.84,2370.7196472499995
1484344800,9.72,9.81,9.72,9.73,2950.411496369999
1484341200,9.68,9.73,9.69,9.73,1540.4678446799999
1484337600,9.59,9.69,9.59,9.69,1885.8238690000012
1484334000,9.58,9.7,9.66,9.58,3936.6385523799963
1484330400,9.65,9.73,9.65,9.67,3659.193382789993
1484326800,9.62,9.72,9.68,9.66,4059.130871709935
1484323200,9.66,9.82,9.7,9.68,5749.424580709984
1484319600,9.7,9.82,9.72,9.7,3702.096348539997
1484316000,9.62,9.77,9.71,9.72,9809.008317459997
1484312400,9.62,9.72,9.62,9.71,1645.0673618400021
1484308800,9.56,9.75,9.67,9.62,5439.962850779759
1484305200,9.6,9.73,9.63,9.68,5350.192699999992
1484301600,9.58,9.7,9.66,9.67,1853.5852689999992
1484298000,9.51,9.71,9.57,9.66,4207.433805769996
1484294400,9.54,9.71,9.58,9.54,3696.3234006400003
1484290800,9.58,9.65,9.63,9.58,1071.6508689499994
1484287200,9.56,9.65,9.56,9.65,839.7661103900001
1484283600,9.54,9.65,9.64,9.54,1609.5184897499983
1484280000,9.58,9.7,9.64,9.65,3223.8178000400662
1484276400,9.64,9.88,9.88,9.65,5807.34850667999
1484272800,9.81,9.9,9.85,9.89,1259.167068780002
1484269200,9.83,9.91,9.83,9.86,763.6660855100001
1484265600,9.8,9.84,9.81,9.84,935.36556079
