time,low,high,open,close,volume
1486422000,11.32,11.37,11.37,11.34,3302.5784726599973
1486418400,11.36,11.41,11.39,11.37,2502.9367489999977
1486414800,11.35,11.42,11.38,11.39,1776.9558534199973
1486411200,11.34,11.4,11.35,11.38,2958.04782145
1486407600,11.34,11.39,11.35,11.37,1981.9416869999984
1486404000,11.32,11.36,11.32,11.35,2623.8595199999986
1486400400,11.32,11.35,11.34,11.33,1813.0617199099986
1486396800,11.33,11.36,11.35,11.34,1959.852338669999
1486393200,11.32,11.37,11.32,11.35,1849.34337574
1486389600,11.31,11.34,11.32,11.34,899.2074999999996
1486386000,11.29,11.35,11.31,11.33,861.5239770000002
1486382400,11.26,11.35,11.27,11.34,1001.5504791500001
1486378800,11.26,11.32,11.28,11.27,817.7761635700012
1486375200,11.27,11.31,11.28,11.28,725.3911115700001
1486371600,11.23,11.29,11.23,11.29,1467.240560610001
1486368000,11.23,11.31,11.31,11.24,6813.136514139993
1486364400,11.28,11.34,11.31,11.31,1403.1839179999986
1486360800,11.26,11.35,11.28,11.32,5709.51421639999
1486357200,11.26,11.33,11.31,11.27,1191.495653999998
1486353600,11.25,11.33,11.26,11.31,1648.8426332899985
1486350000,11.22,11.29,11.29,11.25,1725.3047980000003
1486346400,11.24,11.29,11.24,11.29,730.8965289200005
1486342800,11.24,11.27,11.27,11.24,767.626729
1486339200,11.22,11.28,11.27,11.28,1227.7083999999982
